1	0	p02r09n23.farnam.hpc.yale.internal	2020-02-26 16:12:28	2020-02-26 16:15:24	176.18	module load R; Rscript --vanilla /ysm-gpfs/project/zhao/zy92/utmost_update/code/R/adjust_expression_gtex8.R 13
0	0	p02r09n24.farnam.hpc.yale.internal	2020-02-26 16:11:29	2020-02-26 16:16:49	320.00	module load R; Rscript --vanilla /ysm-gpfs/project/zhao/zy92/utmost_update/code/R/adjust_expression_gtex8.R 12
2	0	p02r09n24.farnam.hpc.yale.internal	2020-02-26 16:13:28	2020-02-26 16:18:11	282.64	module load R; Rscript --vanilla /ysm-gpfs/project/zhao/zy92/utmost_update/code/R/adjust_expression_gtex8.R 14
6	0	p02r09n24.farnam.hpc.yale.internal	2020-02-26 16:17:00	2020-02-26 16:19:09	129.26	module load R; Rscript --vanilla /ysm-gpfs/project/zhao/zy92/utmost_update/code/R/adjust_expression_gtex8.R 18
8	0	p02r09n24.farnam.hpc.yale.internal	2020-02-26 16:18:30	2020-02-26 16:19:39	68.79	module load R; Rscript --vanilla /ysm-gpfs/project/zhao/zy92/utmost_update/code/R/adjust_expression_gtex8.R 20
7	0	p02r09n24.farnam.hpc.yale.internal	2020-02-26 16:17:00	2020-02-26 16:19:49	168.93	module load R; Rscript --vanilla /ysm-gpfs/project/zhao/zy92/utmost_update/code/R/adjust_expression_gtex8.R 19
4	0	p02r09n23.farnam.hpc.yale.internal	2020-02-26 16:15:29	2020-02-26 16:20:00	270.71	module load R; Rscript --vanilla /ysm-gpfs/project/zhao/zy92/utmost_update/code/R/adjust_expression_gtex8.R 16
3	0	p02r09n24.farnam.hpc.yale.internal	2020-02-26 16:14:22	2020-02-26 16:20:18	355.50	module load R; Rscript --vanilla /ysm-gpfs/project/zhao/zy92/utmost_update/code/R/adjust_expression_gtex8.R 15
9	0	p02r09n24.farnam.hpc.yale.internal	2020-02-26 16:19:30	2020-02-26 16:22:11	161.42	module load R; Rscript --vanilla /ysm-gpfs/project/zhao/zy92/utmost_update/code/R/adjust_expression_gtex8.R 21
5	0	p02r09n23.farnam.hpc.yale.internal	2020-02-26 16:16:58	2020-02-26 16:22:39	340.45	module load R; Rscript --vanilla /ysm-gpfs/project/zhao/zy92/utmost_update/code/R/adjust_expression_gtex8.R 17
10	0	p02r09n23.farnam.hpc.yale.internal	2020-02-26 16:20:29	2020-02-26 16:23:59	210.01	module load R; Rscript --vanilla /ysm-gpfs/project/zhao/zy92/utmost_update/code/R/adjust_expression_gtex8.R 22
